Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,is_date_missing,validate_transaction
TXN_1652596,Smoothie,5,4,NULL,Digital Wallet,NULL,"Wednesday, October 4, 2023",0,NULL
TXN_3487896,Coffee,5,2,10,Credit Card,NULL,"Monday, January 9, 2023",0,yes
TXN_1429858,Cookie,4,1,4,Credit Card,NULL,"Wednesday, March 15, 2023",0,yes
TXN_1721242,Smoothie,5,4,20,NULL,In-store,"Thursday, November 23, 2023",0,yes
TXN_3472707,Sandwich,2,4,8,Cash,Takeaway,"Sunday, March 26, 2023",0,yes
TXN_5348750,NULL,5,5,25,Credit Card,NULL,"Saturday, July 15, 2023",0,yes
TXN_3819085,Sandwich,1,4,4,NULL,Takeaway,"Thursday, November 23, 2023",0,yes
TXN_2181920,Sandwich,3,4,12,Cash,NULL,"Saturday, February 11, 2023",0,yes
TXN_1173155,Coffee,1,2,2,Cash,In-store,"Tuesday, March 14, 2023",0,yes
TXN_4913079,Sandwich,3,4,12,NULL,NULL,"Saturday, August 19, 2023",0,yes
TXN_1476711,Tea,2,1.5,3,NULL,NULL,"Thursday, January 26, 2023",0,yes
TXN_5341644,Cake,4,3,12,Cash,NULL,"Tuesday, January 24, 2023",0,yes
TXN_4548274,Juice,5,3,15,Digital Wallet,NULL,"Tuesday, May 9, 2023",0,yes
TXN_8008815,Salad,2,5,10,NULL,NULL,"Thursday, March 16, 2023",0,yes
TXN_3639760,Cake,5,3,15,Credit Card,Takeaway,"Sunday, January 29, 2023",0,yes
TXN_5061028,Cookie,1,1,1,Credit Card,Takeaway,"Wednesday, May 17, 2023",0,yes
TXN_6962671,Cake,2,3,6,NULL,NULL,"Friday, January 20, 2023",0,yes
TXN_4791072,Coffee,3,2,6,NULL,NULL,"Monday, November 13, 2023",0,yes
TXN_4775791,Smoothie,4,4,16,Credit Card,NULL,"Thursday, April 13, 2023",0,yes
TXN_6724554,Tea,3,1.5,NULL,NULL,NULL,"Wednesday, March 22, 2023",0,NULL
TXN_6897608,Coffee,2,2,4,Credit Card,Takeaway,"Wednesday, June 28, 2023",0,yes
TXN_1481470,Juice,3,3,9,Digital Wallet,Takeaway,NULL,1,yes
TXN_4226572,Cookie,3,1,3,NULL,Takeaway,"Tuesday, May 16, 2023",0,yes
TXN_6833530,Juice,4,3,12,NULL,In-store,"Sunday, November 5, 2023",0,yes
TXN_5752187,Juice,4,3,12,Digital Wallet,In-store,NULL,1,yes
TXN_4321368,Coffee,4,2,8,NULL,Takeaway,"Saturday, December 9, 2023",0,yes
TXN_3434549,Sandwich,5,4,20,Credit Card,Takeaway,"Thursday, May 25, 2023",0,yes
TXN_7918317,Tea,1,1.5,1.5,Credit Card,NULL,"Thursday, July 27, 2023",0,yes
TXN_3467985,Sandwich,3,4,12,Cash,Takeaway,"Sunday, December 10, 2023",0,yes
TXN_3526095,Sandwich,3,4,12,Cash,Takeaway,"Wednesday, August 30, 2023",0,yes
TXN_8316915,Cookie,5,1,5,Digital Wallet,In-store,"Tuesday, May 30, 2023",0,yes
TXN_4876685,Tea,1,1.5,1.5,Digital Wallet,Takeaway,"Friday, July 14, 2023",0,yes
TXN_7505290,Salad,4,5,20,Digital Wallet,Takeaway,"Saturday, October 21, 2023",0,yes
TXN_5709834,Cake,4,3,12,Digital Wallet,NULL,"Friday, March 24, 2023",0,yes
TXN_9626624,Smoothie,3,4,12,Cash,In-store,"Tuesday, October 10, 2023",0,yes
TXN_4563526,Smoothie,4,4,16,Credit Card,NULL,"Friday, June 30, 2023",0,yes
TXN_5512533,Coffee,4,2,8,Digital Wallet,NULL,"Tuesday, June 13, 2023",0,yes
TXN_9399452,Cake,4,3,12,Credit Card,In-store,"Sunday, December 3, 2023",0,yes
TXN_3451212,Cake,3,3,9,NULL,NULL,"Sunday, January 29, 2023",0,yes
TXN_1934166,Sandwich,5,4,20,Cash,In-store,"Monday, March 6, 2023",0,yes
TXN_5594695,Cake,3,3,9,Credit Card,In-store,"Wednesday, January 18, 2023",0,yes
TXN_8379868,Cake,3,3,9,Cash,In-store,"Monday, January 16, 2023",0,yes
TXN_3708535,Coffee,5,2,10,NULL,In-store,"Tuesday, May 2, 2023",0,yes
TXN_5299440,Juice,2,3,6,Credit Card,In-store,"Saturday, October 21, 2023",0,yes
TXN_4107706,Salad,1,5,5,NULL,In-store,"Thursday, November 23, 2023",0,yes
TXN_6059878,Salad,3,5,15,Digital Wallet,NULL,"Monday, January 23, 2023",0,yes
TXN_6476204,NULL,5,4,NULL,NULL,Takeaway,"Friday, December 22, 2023",0,NULL
TXN_5777542,Sandwich,2,4,8,NULL,NULL,"Sunday, October 22, 2023",0,yes
TXN_3919225,Cake,2,3,6,Cash,In-store,"Sunday, March 26, 2023",0,yes
TXN_5598744,Sandwich,4,4,NULL,Digital Wallet,Takeaway,"Tuesday, October 17, 2023",0,NULL
TXN_7355326,Cookie,1,1,1,NULL,NULL,"Tuesday, January 3, 2023",0,yes
TXN_6732096,Smoothie,2,4,NULL,NULL,In-store,"Sunday, April 2, 2023",0,NULL
TXN_4392519,Cookie,2,1,2,NULL,Takeaway,"Wednesday, September 20, 2023",0,yes
TXN_1716710,Coffee,2,2,4,NULL,NULL,"Thursday, February 23, 2023",0,yes
TXN_9550397,Coffee,4,2,8,NULL,NULL,NULL,1,yes
TXN_9655021,Coffee,3,2,6,NULL,NULL,"Saturday, April 22, 2023",0,yes
TXN_3868402,Coffee,3,2,6,Cash,In-store,"Saturday, January 21, 2023",0,yes
TXN_4624591,Salad,2,5,10,Credit Card,In-store,"Thursday, August 3, 2023",0,yes
TXN_9640865,Cookie,2,1,NULL,Cash,Takeaway,"Saturday, March 18, 2023",0,NULL
TXN_6456008,Salad,5,5,25,Credit Card,In-store,"Sunday, March 26, 2023",0,yes
TXN_9547654,Cookie,2,1,2,NULL,In-store,"Sunday, November 19, 2023",0,yes
TXN_4986668,Cake,3,3,9,Digital Wallet,NULL,"Thursday, November 30, 2023",0,yes
TXN_6235329,Salad,2,5,10,Digital Wallet,In-store,"Wednesday, October 11, 2023",0,yes
TXN_8536578,Cake,5,3,15,Digital Wallet,In-store,"Saturday, November 11, 2023",0,yes
TXN_4545512,Coffee,1,2,2,NULL,Takeaway,"Monday, December 18, 2023",0,yes
TXN_2156128,Sandwich,1,4,4,Digital Wallet,In-store,"Friday, July 21, 2023",0,yes
TXN_9188172,Juice,3,3,9,Digital Wallet,In-store,"Sunday, August 27, 2023",0,yes
TXN_5893283,NULL,3,3,9,Cash,In-store,"Tuesday, August 15, 2023",0,yes
TXN_6408024,Cookie,3,1,3,NULL,In-store,"Wednesday, November 29, 2023",0,yes
TXN_4788748,Sandwich,4,4,16,Credit Card,In-store,"Sunday, April 30, 2023",0,yes
TXN_6460409,Salad,3,5,NULL,Cash,NULL,"Tuesday, January 3, 2023",0,NULL
TXN_1067052,Tea,4,1.5,6,NULL,Takeaway,"Saturday, February 18, 2023",0,yes
TXN_8776634,Juice,5,3,15,NULL,In-store,"Friday, June 2, 2023",0,yes
TXN_2534831,Tea,5,1.5,7.5,Cash,Takeaway,"Saturday, August 19, 2023",0,yes
TXN_9941872,Salad,3,5,15,NULL,NULL,"Saturday, April 8, 2023",0,yes
TXN_2055898,Tea,4,1.5,6,NULL,NULL,"Friday, December 1, 2023",0,yes
TXN_2007418,Smoothie,4,4,16,Cash,NULL,"Friday, June 16, 2023",0,yes
TXN_6451043,Cookie,2,1,2,NULL,In-store,"Monday, February 6, 2023",0,yes
TXN_2632916,Juice,3,3,9,Credit Card,NULL,"Saturday, June 17, 2023",0,yes
TXN_1926794,Smoothie,1,4,4,NULL,In-store,"Saturday, January 14, 2023",0,yes
TXN_3201783,Juice,3,3,9,NULL,NULL,"Sunday, December 3, 2023",0,yes
TXN_2374950,Cake,5,3,15,Digital Wallet,NULL,"Friday, April 28, 2023",0,yes
TXN_5962196,Smoothie,2,4,8,Cash,Takeaway,"Wednesday, November 29, 2023",0,yes
TXN_4342098,Smoothie,4,4,16,Cash,In-store,"Wednesday, May 24, 2023",0,yes
TXN_7367134,Smoothie,4,4,16,Digital Wallet,NULL,"Tuesday, October 3, 2023",0,yes
TXN_3651743,Cake,5,3,15,Cash,In-store,"Monday, April 24, 2023",0,yes
TXN_4411007,Cookie,5,1,5,Digital Wallet,Takeaway,"Wednesday, May 17, 2023",0,yes
TXN_6026451,Juice,2,3,6,Cash,In-store,"Monday, November 6, 2023",0,yes
TXN_5896413,Coffee,3,2,6,Cash,In-store,NULL,1,yes
TXN_5093312,Cookie,4,1,4,Credit Card,Takeaway,"Saturday, August 12, 2023",0,yes
TXN_6685570,Tea,1,1.5,1.5,Credit Card,In-store,"Tuesday, March 14, 2023",0,yes
TXN_7905853,Cookie,4,1,4,Digital Wallet,NULL,"Tuesday, July 25, 2023",0,yes
TXN_3020475,Salad,4,5,20,NULL,Takeaway,"Wednesday, September 13, 2023",0,yes
TXN_7665695,Tea,3,1.5,4.5,NULL,In-store,"Saturday, October 21, 2023",0,yes
TXN_2355099,Salad,5,5,25,Cash,Takeaway,"Saturday, March 18, 2023",0,yes
TXN_6071866,Tea,4,1.5,6,NULL,NULL,"Saturday, October 14, 2023",0,yes
TXN_4548715,Sandwich,2,4,8,NULL,NULL,"Thursday, February 16, 2023",0,yes
TXN_8156272,Salad,2,5,10,Cash,In-store,NULL,1,yes
TXN_8344035,Smoothie,2,4,8,Cash,NULL,"Wednesday, August 23, 2023",0,yes
TXN_7332192,Coffee,1,2,2,Credit Card,Takeaway,"Friday, November 17, 2023",0,yes
TXN_4483944,Juice,4,3,12,NULL,In-store,NULL,1,yes
TXN_4713356,Smoothie,5,4,20,NULL,In-store,"Monday, May 8, 2023",0,yes
TXN_6400461,Coffee,4,2,8,Digital Wallet,NULL,"Wednesday, January 18, 2023",0,yes
TXN_9262504,Smoothie,3,4,12,Credit Card,NULL,"Friday, December 1, 2023",0,yes
TXN_6225305,Cake,1,3,3,Cash,Takeaway,"Friday, May 5, 2023",0,yes
TXN_1266278,Smoothie,1,4,4,NULL,Takeaway,"Friday, November 3, 2023",0,yes
TXN_2607233,Coffee,3,2,6,Cash,Takeaway,NULL,1,yes
TXN_2797871,Cookie,2,1,2,NULL,Takeaway,"Thursday, September 21, 2023",0,yes
TXN_6753977,Tea,3,1.5,NULL,NULL,In-store,NULL,1,NULL
TXN_7606965,Juice,5,3,15,Digital Wallet,In-store,"Friday, December 8, 2023",0,yes
TXN_5516374,Smoothie,2,4,8,NULL,In-store,"Tuesday, July 25, 2023",0,yes
TXN_8059034,Coffee,1,2,2,Digital Wallet,NULL,"Tuesday, January 10, 2023",0,yes
TXN_2238287,Salad,3,5,15,Digital Wallet,In-store,"Monday, May 22, 2023",0,yes
TXN_2086896,NULL,4,3,12,Cash,Takeaway,"Saturday, November 25, 2023",0,yes
TXN_9667721,Tea,5,1.5,7.5,Credit Card,Takeaway,"Saturday, April 29, 2023",0,yes
TXN_6317991,Cookie,5,1,5,Digital Wallet,In-store,"Friday, March 3, 2023",0,yes
TXN_7866723,Sandwich,2,4,8,Credit Card,In-store,"Sunday, March 26, 2023",0,yes
TXN_7954064,NULL,5,3,15,Credit Card,In-store,"Thursday, August 31, 2023",0,yes
TXN_5251180,Cookie,1,1,1,Digital Wallet,NULL,"Sunday, June 25, 2023",0,yes
TXN_5891724,Salad,5,5,25,Credit Card,NULL,"Sunday, December 10, 2023",0,yes
TXN_9564495,NULL,4,3,12,Digital Wallet,NULL,"Tuesday, August 1, 2023",0,yes
TXN_5092646,Smoothie,2,4,8,NULL,Takeaway,"Monday, May 8, 2023",0,yes
TXN_5261036,NULL,5,3,15,Cash,NULL,"Tuesday, October 3, 2023",0,yes
TXN_2638434,Juice,5,3,15,Credit Card,In-store,"Monday, September 18, 2023",0,yes
TXN_5651620,NULL,2,4,8,NULL,NULL,"Tuesday, May 16, 2023",0,yes
TXN_5452210,Tea,5,1.5,7.5,Digital Wallet,In-store,"Monday, April 17, 2023",0,yes
TXN_5337566,Cookie,5,1,5,Cash,Takeaway,"Wednesday, March 8, 2023",0,yes
TXN_3341779,Tea,3,1.5,4.5,Cash,Takeaway,"Sunday, July 30, 2023",0,yes
TXN_7977951,Cake,5,3,15,NULL,NULL,"Friday, December 22, 2023",0,yes
TXN_8226985,Coffee,2,2,4,NULL,NULL,"Wednesday, March 8, 2023",0,yes
TXN_6875870,Salad,5,5,25,NULL,NULL,"Thursday, September 7, 2023",0,yes
TXN_9086163,Cookie,2,1,2,Digital Wallet,NULL,"Monday, July 31, 2023",0,yes
TXN_5061600,Juice,3,3,NULL,NULL,In-store,"Thursday, November 23, 2023",0,NULL
TXN_9987017,Cookie,5,1,5,Cash,Takeaway,"Tuesday, March 14, 2023",0,yes
TXN_6533576,Salad,5,5,25,Cash,In-store,"Monday, August 14, 2023",0,yes
TXN_5229351,Coffee,3,2,6,Digital Wallet,Takeaway,"Monday, August 14, 2023",0,yes
TXN_5318263,Smoothie,1,4,4,Credit Card,Takeaway,"Monday, June 12, 2023",0,yes
TXN_8866088,Tea,4,1.5,6,Digital Wallet,Takeaway,"Tuesday, July 11, 2023",0,yes
TXN_1193930,Coffee,1,2,2,Cash,NULL,NULL,1,yes
TXN_5047792,Salad,1,5,5,NULL,NULL,NULL,1,yes
TXN_7434172,Cookie,2,1,2,Digital Wallet,Takeaway,"Tuesday, November 14, 2023",0,yes
TXN_1849406,Sandwich,5,4,NULL,Cash,In-store,"Thursday, November 30, 2023",0,NULL
TXN_6289180,Juice,1,3,3,Cash,In-store,"Tuesday, March 14, 2023",0,yes
TXN_3974663,Juice,3,3,9,Cash,Takeaway,"Monday, October 2, 2023",0,yes
TXN_9041537,Sandwich,4,4,16,NULL,NULL,"Monday, August 28, 2023",0,yes
TXN_2798069,NULL,5,1.5,7.5,Digital Wallet,NULL,"Saturday, September 2, 2023",0,yes
TXN_6184247,NULL,1,3,3,NULL,NULL,NULL,1,yes
TXN_3145515,Smoothie,4,4,16,Cash,NULL,"Friday, March 31, 2023",0,yes
TXN_6711224,Juice,1,3,3,Digital Wallet,NULL,"Sunday, March 26, 2023",0,yes
TXN_4035164,Juice,5,3,15,NULL,In-store,"Sunday, November 26, 2023",0,yes
TXN_1815061,Cake,3,3,9,Digital Wallet,In-store,"Friday, January 20, 2023",0,yes
TXN_9522690,Cookie,4,1,4,Credit Card,In-store,"Sunday, July 23, 2023",0,yes
TXN_2858635,Sandwich,1,4,4,Digital Wallet,In-store,"Thursday, September 28, 2023",0,yes
TXN_5492825,NULL,2,5,10,NULL,In-store,"Saturday, February 25, 2023",0,yes
TXN_2083119,NULL,2,1,2,NULL,In-store,"Sunday, June 11, 2023",0,yes
TXN_7030681,Juice,1,3,3,Cash,NULL,"Sunday, October 1, 2023",0,yes
TXN_7738316,Cookie,4,1,4,NULL,NULL,"Saturday, February 4, 2023",0,yes
TXN_4430474,Cake,2,3,6,Digital Wallet,NULL,"Thursday, June 8, 2023",0,yes
TXN_2329938,Sandwich,3,4,12,Credit Card,NULL,"Wednesday, March 29, 2023",0,yes
TXN_7020104,NULL,5,1.5,7.5,Digital Wallet,NULL,"Monday, January 23, 2023",0,yes
TXN_3642052,Cake,1,3,NULL,NULL,Takeaway,"Wednesday, July 19, 2023",0,NULL
TXN_6655913,Cookie,1,1,NULL,Credit Card,In-store,"Sunday, April 2, 2023",0,NULL
TXN_1409029,Sandwich,1,4,4,Cash,NULL,NULL,1,yes
TXN_1617594,Sandwich,1,4,4,NULL,In-store,"Sunday, April 23, 2023",0,yes
TXN_7136372,Juice,3,3,9,Credit Card,Takeaway,"Friday, September 22, 2023",0,yes
TXN_1277813,NULL,5,3,15,Digital Wallet,NULL,"Monday, September 11, 2023",0,yes
TXN_7251969,Cookie,2,1,2,NULL,In-store,"Monday, August 14, 2023",0,yes
TXN_5790695,Tea,5,1.5,7.5,Credit Card,Takeaway,"Monday, April 24, 2023",0,yes
TXN_7101802,Coffee,4,2,8,NULL,NULL,"Sunday, March 19, 2023",0,yes
TXN_3277936,Tea,2,1.5,3,Digital Wallet,Takeaway,"Wednesday, June 21, 2023",0,yes
TXN_3233221,Cake,5,3,15,NULL,Takeaway,"Thursday, June 15, 2023",0,yes
TXN_6200423,Cookie,1,1,1,NULL,In-store,"Friday, February 3, 2023",0,yes
TXN_6728574,Juice,3,3,9,Cash,NULL,"Wednesday, May 24, 2023",0,yes
TXN_6344738,NULL,4,5,20,Credit Card,Takeaway,NULL,1,yes
TXN_5968705,Sandwich,3,4,12,Credit Card,Takeaway,"Saturday, December 16, 2023",0,yes
TXN_9657902,Juice,1,3,3,Digital Wallet,NULL,"Monday, October 30, 2023",0,yes
TXN_8640383,Juice,2,3,6,NULL,NULL,"Sunday, October 8, 2023",0,yes
TXN_2561071,Juice,5,3,15,NULL,In-store,"Monday, January 30, 2023",0,yes
TXN_6543164,Tea,2,1.5,3,Digital Wallet,NULL,"Monday, July 10, 2023",0,yes
TXN_3209025,Salad,2,5,10,Cash,NULL,"Thursday, October 12, 2023",0,yes
TXN_9975079,Smoothie,2,4,8,Cash,NULL,"Saturday, August 26, 2023",0,yes
TXN_5949517,NULL,5,4,20,Digital Wallet,In-store,"Sunday, December 31, 2023",0,yes
TXN_4103665,Coffee,4,2,NULL,NULL,In-store,"Sunday, April 30, 2023",0,NULL
TXN_8499618,Cake,2,3,6,NULL,NULL,"Tuesday, May 23, 2023",0,yes
TXN_6183513,NULL,3,3,9,Digital Wallet,NULL,"Friday, December 22, 2023",0,yes
TXN_7592199,Tea,3,1.5,4.5,Digital Wallet,NULL,"Thursday, September 14, 2023",0,yes
TXN_8888249,Coffee,5,2,10,NULL,NULL,"Tuesday, October 17, 2023",0,yes
TXN_8494571,NULL,5,1,5,NULL,NULL,"Monday, February 6, 2023",0,yes
TXN_7749759,Tea,1,1.5,1.5,Digital Wallet,In-store,"Tuesday, December 26, 2023",0,yes
TXN_7556108,Cookie,5,1,5,NULL,Takeaway,"Tuesday, January 17, 2023",0,yes
TXN_9360886,Sandwich,1,4,4,NULL,NULL,"Tuesday, July 25, 2023",0,yes
TXN_5303464,Juice,4,3,12,Cash,Takeaway,"Thursday, October 26, 2023",0,yes
TXN_5324330,Salad,3,5,15,Digital Wallet,Takeaway,"Monday, November 20, 2023",0,yes
TXN_5862289,Juice,4,3,12,Digital Wallet,Takeaway,"Thursday, January 5, 2023",0,yes
TXN_8203190,Tea,2,1.5,3,NULL,In-store,"Friday, June 16, 2023",0,yes
TXN_9699948,Coffee,5,2,10,Cash,In-store,"Tuesday, April 18, 2023",0,yes
TXN_8187087,Coffee,3,2,6,Digital Wallet,Takeaway,"Tuesday, January 31, 2023",0,yes
TXN_5409141,Coffee,5,2,10,Cash,Takeaway,"Thursday, February 2, 2023",0,yes
TXN_9928409,Sandwich,4,4,16,Credit Card,NULL,"Saturday, June 17, 2023",0,yes
TXN_9882485,Salad,5,5,25,Cash,NULL,NULL,1,yes
TXN_9952479,Sandwich,1,4,4,Digital Wallet,Takeaway,"Wednesday, December 6, 2023",0,yes
TXN_7207901,Smoothie,2,4,8,Digital Wallet,In-store,"Monday, December 11, 2023",0,yes
TXN_8899602,Salad,4,5,20,NULL,In-store,NULL,1,yes
TXN_4321091,Smoothie,2,4,8,Cash,In-store,"Thursday, June 15, 2023",0,yes
TXN_2721997,Cake,3,3,9,NULL,Takeaway,"Saturday, May 20, 2023",0,yes
TXN_6738137,Coffee,4,2,8,NULL,NULL,"Thursday, July 20, 2023",0,yes
TXN_5365699,Sandwich,5,4,20,NULL,NULL,"Monday, May 22, 2023",0,yes
TXN_4807459,Sandwich,1,4,4,NULL,NULL,"Friday, August 11, 2023",0,yes
TXN_2790608,Juice,1,3,3,Cash,In-store,"Monday, December 18, 2023",0,yes
TXN_2035137,NULL,2,1.5,3,Digital Wallet,Takeaway,"Sunday, March 12, 2023",0,yes
TXN_7603919,NULL,2,1,2,NULL,NULL,"Monday, September 25, 2023",0,yes
TXN_7429032,Sandwich,2,4,8,NULL,Takeaway,"Friday, August 18, 2023",0,yes
TXN_5241723,Coffee,3,2,6,Cash,NULL,"Tuesday, July 18, 2023",0,yes
TXN_5151706,Smoothie,1,4,4,NULL,Takeaway,"Wednesday, March 1, 2023",0,yes
TXN_6231475,Salad,2,5,10,Credit Card,In-store,"Saturday, March 18, 2023",0,yes
TXN_2631423,Cookie,3,1,3,Cash,Takeaway,"Saturday, January 7, 2023",0,yes
TXN_1616810,NULL,2,1,2,NULL,In-store,"Tuesday, September 5, 2023",0,yes
TXN_6505914,Cake,3,3,9,NULL,NULL,"Friday, January 27, 2023",0,yes
TXN_1958614,Smoothie,2,4,8,Digital Wallet,NULL,"Sunday, July 2, 2023",0,yes
TXN_6890737,NULL,4,4,16,NULL,NULL,"Monday, May 22, 2023",0,yes
TXN_6702416,Cake,1,3,3,NULL,NULL,"Thursday, September 14, 2023",0,yes
TXN_5649204,Smoothie,1,4,4,Cash,In-store,"Sunday, March 5, 2023",0,yes
TXN_4084177,NULL,3,1,3,Credit Card,In-store,"Sunday, August 13, 2023",0,yes
TXN_2066115,Salad,4,5,20,Credit Card,In-store,"Friday, August 18, 2023",0,yes
TXN_5029643,NULL,2,1.5,3,Digital Wallet,In-store,"Saturday, December 23, 2023",0,yes
TXN_7986904,Cookie,3,1,3,Credit Card,Takeaway,"Friday, August 11, 2023",0,yes
TXN_4633457,Salad,1,5,5,Credit Card,Takeaway,"Sunday, May 21, 2023",0,yes
TXN_9368550,Cake,3,3,9,Digital Wallet,Takeaway,"Tuesday, September 26, 2023",0,yes
TXN_8049058,Cake,2,3,6,Cash,NULL,"Saturday, April 8, 2023",0,yes
TXN_5131404,Sandwich,4,4,16,Credit Card,Takeaway,"Sunday, June 18, 2023",0,yes
TXN_3480562,Coffee,5,2,10,NULL,NULL,"Sunday, December 24, 2023",0,yes
TXN_6219454,Tea,1,1.5,1.5,Cash,In-store,"Tuesday, November 14, 2023",0,yes
TXN_2551378,Tea,2,1.5,3,NULL,Takeaway,"Friday, October 27, 2023",0,yes
TXN_9024388,Salad,1,5,5,Cash,NULL,"Monday, February 27, 2023",0,yes
TXN_3478329,Tea,3,1.5,4.5,Digital Wallet,In-store,"Sunday, October 29, 2023",0,yes
TXN_6308974,Cookie,4,1,4,NULL,In-store,"Monday, October 2, 2023",0,yes
TXN_5571904,Salad,5,5,25,Digital Wallet,Takeaway,"Saturday, August 5, 2023",0,yes
TXN_6979356,Salad,2,5,10,NULL,In-store,"Thursday, September 21, 2023",0,yes
TXN_9171458,Cake,2,3,6,NULL,NULL,"Wednesday, March 29, 2023",0,yes
TXN_5537621,Juice,4,3,12,Digital Wallet,Takeaway,"Tuesday, February 28, 2023",0,yes
TXN_9288156,Coffee,3,2,6,NULL,NULL,"Sunday, November 5, 2023",0,yes
TXN_8626720,Juice,4,3,12,Cash,Takeaway,"Friday, June 2, 2023",0,yes
TXN_5908362,Sandwich,5,4,20,Digital Wallet,NULL,"Tuesday, October 3, 2023",0,yes
TXN_2086841,Salad,4,5,20,Credit Card,In-store,"Thursday, March 16, 2023",0,yes
TXN_9944141,Juice,5,3,15,Credit Card,Takeaway,"Tuesday, July 18, 2023",0,yes
TXN_2438638,Cake,2,3,6,Credit Card,Takeaway,"Saturday, August 12, 2023",0,yes
TXN_4644790,NULL,1,4,4,Credit Card,NULL,"Tuesday, September 19, 2023",0,yes
TXN_9216933,Cookie,4,1,4,NULL,NULL,"Monday, May 29, 2023",0,yes
TXN_8308356,Smoothie,1,4,NULL,Digital Wallet,NULL,"Tuesday, November 21, 2023",0,NULL
TXN_7933500,Tea,3,1.5,4.5,NULL,In-store,"Thursday, September 21, 2023",0,yes
TXN_7563589,Smoothie,5,4,20,Cash,NULL,"Tuesday, September 19, 2023",0,yes
TXN_7864482,Sandwich,1,4,4,Credit Card,Takeaway,"Saturday, January 28, 2023",0,yes
TXN_7942343,Cookie,4,1,4,Digital Wallet,NULL,"Thursday, June 15, 2023",0,yes
TXN_1585329,Smoothie,4,4,16,Credit Card,NULL,"Sunday, July 16, 2023",0,yes
TXN_6550460,Sandwich,5,4,NULL,NULL,NULL,"Wednesday, March 15, 2023",0,NULL
TXN_3416466,Juice,2,3,6,Digital Wallet,NULL,"Wednesday, September 13, 2023",0,yes
TXN_5125759,Coffee,3,2,6,Digital Wallet,Takeaway,"Thursday, June 15, 2023",0,yes
TXN_7321946,Cake,3,3,9,Cash,Takeaway,"Sunday, February 12, 2023",0,yes
TXN_4336291,Salad,5,5,25,Cash,In-store,"Saturday, March 25, 2023",0,yes
TXN_5240229,Salad,1,5,5,NULL,In-store,"Saturday, June 10, 2023",0,yes
TXN_7854253,Coffee,4,2,8,Cash,NULL,"Wednesday, July 26, 2023",0,yes
TXN_1971201,Smoothie,2,4,8,Digital Wallet,NULL,"Tuesday, November 7, 2023",0,yes
TXN_2673104,Tea,1,1.5,1.5,NULL,NULL,"Friday, June 23, 2023",0,yes
TXN_7479695,Smoothie,5,4,20,Credit Card,NULL,"Tuesday, December 12, 2023",0,yes
TXN_1084222,Coffee,4,2,8,Digital Wallet,In-store,"Saturday, June 3, 2023",0,yes
TXN_1723062,Salad,1,5,5,NULL,In-store,"Thursday, September 21, 2023",0,yes
TXN_4987205,Tea,2,1.5,3,NULL,Takeaway,"Saturday, June 24, 2023",0,yes
TXN_8025478,Sandwich,4,4,16,Cash,Takeaway,"Tuesday, January 24, 2023",0,yes
TXN_7529735,Coffee,3,2,6,NULL,In-store,"Saturday, August 12, 2023",0,yes
TXN_7872478,Juice,4,3,12,Credit Card,In-store,"Tuesday, April 25, 2023",0,yes
TXN_9464398,Cake,4,3,12,Credit Card,NULL,"Monday, September 25, 2023",0,yes
TXN_9319656,Tea,5,1.5,7.5,NULL,NULL,"Friday, December 22, 2023",0,yes
TXN_9212052,Salad,4,5,20,Cash,NULL,"Sunday, October 15, 2023",0,yes
TXN_2550923,Cake,2,3,6,Cash,Takeaway,"Saturday, August 26, 2023",0,yes
TXN_3352028,NULL,4,1,4,Credit Card,In-store,"Saturday, August 26, 2023",0,yes
TXN_2682803,Cake,5,3,15,Credit Card,Takeaway,"Sunday, April 9, 2023",0,yes
TXN_7608637,NULL,1,5,5,Digital Wallet,NULL,"Saturday, April 8, 2023",0,yes
TXN_6388090,Juice,4,3,12,NULL,NULL,NULL,1,yes
TXN_4335735,Coffee,2,2,4,NULL,NULL,"Friday, April 7, 2023",0,yes
TXN_9264301,Coffee,1,2,2,NULL,In-store,"Tuesday, October 24, 2023",0,yes
TXN_6547896,Coffee,3,2,NULL,NULL,NULL,"Thursday, March 2, 2023",0,NULL
TXN_2414686,Cake,1,3,3,Cash,NULL,NULL,1,yes
TXN_9868114,Smoothie,2,4,8,Credit Card,In-store,"Sunday, November 12, 2023",0,yes
TXN_5549557,Cake,2,3,6,Cash,In-store,"Monday, February 27, 2023",0,yes
TXN_4668762,Smoothie,3,4,12,Digital Wallet,NULL,"Friday, March 10, 2023",0,yes
TXN_1058466,Cookie,3,1,3,Digital Wallet,Takeaway,"Thursday, December 7, 2023",0,yes
TXN_8892230,Coffee,5,2,10,NULL,NULL,"Thursday, March 2, 2023",0,yes
TXN_3332915,Cookie,2,1,2,NULL,Takeaway,"Thursday, January 19, 2023",0,yes
TXN_9596023,Coffee,5,2,10,Digital Wallet,Takeaway,"Thursday, November 30, 2023",0,yes
TXN_6122423,Salad,4,5,NULL,NULL,In-store,"Thursday, September 28, 2023",0,NULL
TXN_8934637,Smoothie,1,4,4,NULL,In-store,"Saturday, January 7, 2023",0,yes
TXN_4846406,Cookie,3,1,3,Cash,In-store,"Monday, May 22, 2023",0,yes
TXN_8917300,Cookie,1,1,1,Cash,Takeaway,"Saturday, March 4, 2023",0,yes
